600.0,0,698,16384,2,49152,6200.0
600.0,1,698,16384,2,32768,6000.0
600.0,2,698,16384,2,16384,5800.0
600.0,3,698,16384,2,0,5600.0
600.0,4,729,16384,2,49152,6200.0
600.0,5,729,16384,2,32768,6000.0
600.0,6,729,16384,2,16384,5800.0
600.0,7,729,16384,2,0,5600.0
600.0,8,26,1024,1,130048,6300.0
600.0,9,26,1024,1,129024,6200.0
600.0,10,26,1024,1,128000,6100.0
600.0,11,26,1024,1,126976,6000.0
600.0,12,26,1024,1,125952,5900.0
600.0,13,26,1024,1,124928,5800.0
600.0,14,26,1024,1,123904,5700.0
600.0,15,26,1024,1,122880,5600.0
600.0,16,26,1024,1,121856,5500.0
600.0,17,26,1024,1,120832,5400.0
600.0,18,747,16384,8,49152,5600.0
600.0,19,17,4096,1,126976,6300.0
600.0,20,7,8192,2,122880,6200.0
600.0,21,7,8192,2,114688,6000.0
600.0,22,7,8192,2,106496,5800.0
600.0,23,747,16384,2,32768,5400.0
600.0,24,747,16384,2,16384,5200.0
600.0,25,747,16384,2,0,5000.0
600.0,26,757,16384,2,49152,6200.0
600.0,27,757,16384,2,32768,6000.0
600.0,28,757,16384,2,16384,5800.0
600.0,29,17,4096,1,122880,6200.0
600.0,30,18,4096,1,126976,6300.0
600.0,31,18,4096,1,122880,6200.0
600.0,32,18,4096,1,118784,6100.0
600.0,33,7,8192,1,98304,5700.0
600.0,34,7,8192,1,90112,5600.0
600.0,35,7,8192,1,81920,5500.0
600.0,36,7,8192,1,73728,5400.0
600.0,37,7,8192,1,65536,5300.0
600.0,38,7,8192,1,57344,5200.0
600.0,39,7,8192,1,49152,5100.0
600.0,40,7,8192,1,40960,5000.0
600.0,41,7,8192,1,32768,4900.0
600.0,42,7,8192,1,24576,4800.0
600.0,43,7,8192,1,16384,4700.0
600.0,44,8,8192,2,122880,6200.0
600.0,45,18,4096,2,114688,5900.0
600.0,46,18,4096,2,110592,5700.0
600.0,47,18,4096,2,106496,5500.0
600.0,48,18,4096,2,102400,5300.0
600.0,49,18,4096,2,98304,5100.0
600.0,50,18,4096,2,94208,4900.0
600.0,51,18,4096,2,90112,4700.0
