0,12.5,3.125
1,12.5,3.125
2,12.5,3.125
3,12.5,3.125
4,12.5,3.125
5,12.5,3.125
6,12.5,3.125
7,12.5,3.125
8,0.78125,1.5625
9,0.78125,1.5625
10,0.78125,1.5625
11,0.78125,1.5625
12,0.78125,1.5625
13,0.78125,1.5625
14,0.78125,1.5625
15,0.78125,1.5625
16,0.78125,1.5625
17,0.78125,1.5625
18,12.5,12.5
19,3.125,1.5625
20,6.25,3.125
21,6.25,3.125
22,6.25,3.125
23,12.5,3.125
24,12.5,3.125
25,12.5,3.125
26,12.5,3.125
27,12.5,3.125
28,12.5,3.125
29,3.125,1.5625
30,3.125,1.5625
31,3.125,1.5625
32,3.125,1.5625
33,6.25,3.125
34,12.5,3.125
35,0.78125,1.5625
36,1.5625,1.5625
37,0.390625,6.25
38,0.390625,1.5625
39,0.390625,1.5625
40,0.78125,3.125
41,3.125,3.125
42,3.125,1.5625
43,3.125,1.5625
44,3.125,3.125
45,1.5625,3.125
46,1.5625,3.125
47,1.5625,3.125
48,1.5625,3.125
49,3.125,3.125
50,1.5625,3.125
51,1.5625,3.125
52,1.5625,3.125
53,1.5625,3.125
54,1.5625,3.125
55,0.78125,1.5625
56,1.5625,1.5625
57,1.5625,1.5625
58,1.5625,1.5625
59,1.5625,1.5625
60,1.5625,1.5625
61,1.5625,1.5625
62,1.5625,1.5625
63,1.5625,1.5625
64,1.5625,1.5625
65,1.5625,1.5625
66,1.5625,1.5625
67,12.5,12.5
68,1.5625,1.5625
69,3.125,3.125
70,0.390625,1.5625
71,0.390625,1.5625
72,3.125,6.25
73,3.125,6.25
74,3.125,6.25
75,3.125,6.25
76,3.125,6.25
77,3.125,6.25
78,3.125,6.25
79,3.125,6.25
80,3.125,6.25
81,3.125,6.25
82,1.5625,1.5625
83,1.5625,1.5625
84,1.5625,1.5625
85,1.5625,1.5625
86,3.125,3.125
87,3.125,3.125
88,3.125,3.125
89,3.125,3.125
90,6.25,3.125
91,6.25,3.125
92,6.25,3.125
93,6.25,3.125
94,6.25,3.125
95,0.390625,1.5625
96,0.390625,1.5625
97,0.390625,1.5625
98,0.390625,1.5625
99,0.390625,1.5625
100,0.390625,1.5625
101,6.25,6.25
102,6.25,6.25
103,6.25,6.25
104,6.25,6.25
105,6.25,6.25
106,6.25,6.25
107,6.25,6.25
108,6.25,6.25
109,3.125,6.25
110,3.125,6.25
111,3.125,6.25
112,3.125,6.25
113,3.125,6.25
114,3.125,6.25
115,3.125,6.25
116,3.125,6.25
117,3.125,6.25
118,3.125,6.25
119,0.390625,1.5625
120,0.390625,1.5625
121,0.390625,1.5625
122,0.390625,1.5625
123,0.390625,1.5625
124,0.390625,1.5625
125,3.125,3.125
126,3.125,3.125
127,3.125,3.125
128,3.125,3.125
129,3.125,3.125
130,3.125,3.125
131,3.125,3.125
132,3.125,3.125
133,3.125,3.125
134,3.125,3.125
135,3.125,3.125
136,3.125,3.125
137,3.125,3.125
138,3.125,3.125
139,3.125,3.125
140,1.5625,1.5625
141,1.5625,1.5625
142,1.5625,1.5625
143,1.5625,1.5625
144,12.5,12.5
145,1.5625,1.5625
146,1.5625,1.5625
147,1.5625,1.5625
148,1.5625,1.5625
149,1.5625,1.5625
150,1.5625,3.125
151,0.390625,3.125
152,0.390625,3.125
153,0.390625,3.125
154,0.390625,3.125
155,0.390625,3.125
156,0.390625,3.125
157,0.390625,3.125
158,0.78125,1.5625
159,0.78125,1.5625
160,0.390625,1.5625
161,0.390625,1.5625
162,0.390625,1.5625
163,0.390625,1.5625
164,0.390625,1.5625
165,0.390625,1.5625
166,0.390625,1.5625
167,0.390625,1.5625
168,0.390625,1.5625
169,0.78125,6.25
170,1.5625,1.5625
171,1.5625,1.5625
172,1.5625,1.5625
173,1.5625,1.5625
